"Q38A","Q94","Q101","Q1","URBRUR","REGION","corruption_presidency","education","gender","age_group","urban_rural","region"
1,6,2,27,2,644,"Some","Post-secondary qualifications","Female","25-34","Rural","644"
2,3,1,34,1,627,"Most","Primary school completed","Male","35-44","Urban","627"
1,3,2,33,2,644,"Some","Primary school completed","Female","25-34","Rural","644"
2,4,2,32,2,630,"Most","Some secondary schooling","Female","25-34","Rural","630"
1,5,1,42,2,630,"Some","Secondary school completed","Male","35-44","Rural","630"
2,3,1,39,2,644,"Most","Primary school completed","Male","35-44","Rural","644"
2,5,1,29,2,630,"Most","Secondary school completed","Male","25-34","Rural","630"
3,3,2,38,2,630,"All","Primary school completed","Female","35-44","Rural","630"
2,0,1,32,2,639,"Most","No formal schooling","Male","25-34","Rural","639"
1,4,1,32,2,639,"Some","Some secondary schooling","Male","25-34","Rural","639"
1,6,1,65,2,651,"Some","Post-secondary qualifications","Male","55+","Rural","651"
0,8,2,27,2,644,"None","University completed","Female","25-34","Rural","644"
2,8,2,34,1,627,"Most","University completed","Female","35-44","Urban","627"
2,2,2,75,2,651,"Most","Some primary schooling","Female","55+","Rural","651"
2,6,2,24,1,627,"Most","Post-secondary qualifications","Female","25-34","Urban","627"
1,5,2,37,1,627,"Some","Secondary school completed","Female","35-44","Urban","627"
1,5,2,29,2,630,"Some","Secondary school completed","Female","25-34","Rural","630"
1,5,2,46,2,630,"Some","Secondary school completed","Female","45-54","Rural","630"
1,5,1,45,2,630,"Some","Secondary school completed","Male","45-54","Rural","630"
3,5,1,24,2,630,"All","Secondary school completed","Male","25-34","Rural","630"
3,0,2,70,2,651,"All","No formal schooling","Female","55+","Rural","651"
3,2,1,61,2,651,"All","Some primary schooling","Male","55+","Rural","651"
2,3,1,53,2,639,"Most","Primary school completed","Male","45-54","Rural","639"
2,0,2,55,2,639,"Most","No formal schooling","Female","55+","Rural","639"
2,3,2,38,2,639,"Most","Primary school completed","Female","35-44","Rural","639"
2,7,1,52,2,651,"Most","Some university","Male","45-54","Rural","651"
1,5,2,30,2,651,"Some","Secondary school completed","Female","25-34","Rural","651"
3,5,1,21,2,651,"All","Secondary school completed","Male","18-24","Rural","651"
2,5,2,36,2,651,"Most","Secondary school completed","Female","35-44","Rural","651"
2,2,1,36,1,644,"Most","Some primary schooling","Male","35-44","Urban","644"
3,5,1,38,1,644,"All","Secondary school completed","Male","35-44","Urban","644"
0,6,1,60,1,644,"None","Post-secondary qualifications","Male","55+","Urban","644"
3,5,2,36,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
3,4,2,26,1,644,"All","Some secondary schooling","Female","25-34","Urban","644"
3,5,1,34,1,644,"All","Secondary school completed","Male","35-44","Urban","644"
1,5,2,38,1,644,"Some","Secondary school completed","Female","35-44","Urban","644"
2,7,2,29,1,644,"Most","Some university","Female","25-34","Urban","644"
2,8,1,34,1,639,"Most","University completed","Male","35-44","Urban","639"
1,6,1,41,1,639,"Some","Post-secondary qualifications","Male","35-44","Urban","639"
2,0,1,30,1,639,"Most","No formal schooling","Male","25-34","Urban","639"
2,4,2,19,1,639,"Most","Some secondary schooling","Female","18-24","Urban","639"
1,5,1,32,1,644,"Some","Secondary school completed","Male","25-34","Urban","644"
3,5,1,39,1,644,"All","Secondary school completed","Male","35-44","Urban","644"
2,5,1,31,1,644,"Most","Secondary school completed","Male","25-34","Urban","644"
3,5,2,35,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
2,5,1,41,1,639,"Most","Secondary school completed","Male","35-44","Urban","639"
0,5,2,25,1,639,"None","Secondary school completed","Female","25-34","Urban","639"
1,5,2,19,1,639,"Some","Secondary school completed","Female","18-24","Urban","639"
0,5,2,30,1,644,"None","Secondary school completed","Female","25-34","Urban","644"
2,3,2,34,1,644,"Most","Primary school completed","Female","35-44","Urban","644"
1,0,2,34,1,639,"Some","No formal schooling","Female","35-44","Urban","639"
3,5,1,21,1,644,"All","Secondary school completed","Male","18-24","Urban","644"
1,5,1,30,1,644,"Some","Secondary school completed","Male","25-34","Urban","644"
2,5,1,35,1,644,"Most","Secondary school completed","Male","35-44","Urban","644"
1,3,2,25,1,644,"Some","Primary school completed","Female","25-34","Urban","644"
3,3,2,40,1,644,"All","Primary school completed","Female","35-44","Urban","644"
3,7,2,19,1,644,"All","Some university","Female","18-24","Urban","644"
3,3,2,52,1,644,"All","Primary school completed","Female","45-54","Urban","644"
2,6,1,55,1,644,"Most","Post-secondary qualifications","Male","55+","Urban","644"
1,3,1,22,1,644,"Some","Primary school completed","Male","18-24","Urban","644"
2,7,2,22,1,644,"Most","Some university","Female","18-24","Urban","644"
2,6,1,39,1,644,"Most","Post-secondary qualifications","Male","35-44","Urban","644"
0,5,2,39,1,644,"None","Secondary school completed","Female","35-44","Urban","644"
3,4,2,48,1,644,"All","Some secondary schooling","Female","45-54","Urban","644"
2,8,1,35,1,644,"Most","University completed","Male","35-44","Urban","644"
3,3,2,33,1,644,"All","Primary school completed","Female","25-34","Urban","644"
0,1,1,45,2,639,"None","Informal schooling only","Male","45-54","Rural","639"
1,2,1,55,2,646,"Some","Some primary schooling","Male","55+","Rural","646"
2,6,2,28,2,638,"Most","Post-secondary qualifications","Female","25-34","Rural","638"
